Orthogroup,ath,bvu,cpa,cqu,egr,mtr,ptr,sly,ugi,vvi
OG0008373,1,1,2,2,1,1,1,1,1,1
OG0008374,1,1,1,2,1,1,1,1,2,1
OG0008375,1,1,1,3,1,1,1,1,1,1
OG0008376,1,1,1,2,0,1,3,1,1,1
OG0008377,1,1,1,2,1,2,1,1,1,1
OG0008378,2,1,1,2,1,1,2,1,0,1
OG0008379,1,1,1,2,1,1,1,1,2,1
OG0008380,1,1,1,2,1,2,1,1,1,1
OG0008381,1,1,1,2,1,1,2,1,1,1
OG0008382,2,1,1,2,1,1,1,1,1,1
OG0008383,2,1,1,2,1,2,1,1,1,0
OG0008384,1,1,1,2,1,2,1,1,1,1
OG0008385,1,1,1,2,1,1,2,1,1,1
OG0008386,1,1,1,2,2,1,1,1,0,2
OG0008387,1,1,1,2,1,2,2,1,0,1
OG0008388,1,1,2,2,1,1,1,1,1,1
OG0008389,1,1,1,2,1,1,2,1,1,1
OG0008390,1,1,1,2,1,2,1,1,1,1
OG0008391,1,1,2,2,1,1,1,1,1,1
OG0008392,1,1,1,2,2,1,1,1,1,1
OG0008393,2,1,1,2,1,1,1,2,0,1
OG0008394,2,1,0,1,2,1,2,1,1,1
OG0008395,2,1,0,2,1,2,1,1,1,1
OG0008396,1,1,1,2,1,1,2,1,1,1
OG0008397,2,1,1,1,1,1,2,1,1,1
OG0008398,1,1,1,3,1,2,1,1,0,1
OG0008399,1,1,1,2,1,1,2,1,1,1
OG0008400,2,1,1,2,1,1,1,1,1,1
OG0008401,1,1,3,1,1,1,1,1,1,1
OG0008402,1,1,1,3,1,1,1,1,1,1
OG0008403,1,1,1,2,1,1,2,1,1,1
OG0008404,1,1,1,1,2,1,2,1,1,1
OG0008405,1,1,1,2,2,1,2,1,0,1
OG0008406,1,1,1,2,1,1,2,1,1,1
OG0008407,2,1,1,2,1,2,1,1,0,1
OG0008408,1,1,2,2,1,1,1,1,1,1
OG0008409,1,1,1,3,1,1,1,1,1,1
OG0008410,1,1,1,2,1,1,1,1,2,1
OG0008411,1,1,2,2,1,1,1,1,1,1
OG0008412,2,1,0,2,0,2,1,1,1,2
OG0008413,2,1,1,1,2,1,1,1,1,1
OG0008414,2,1,1,2,1,1,2,2,0,0
OG0008415,1,1,1,2,1,1,2,1,1,1
OG0008416,1,1,1,3,1,1,1,1,1,1
OG0008417,1,1,1,2,1,1,2,1,1,1
OG0008418,1,1,1,2,1,1,2,1,1,1
OG0008419,1,1,0,2,2,1,2,1,1,1
OG0008420,1,1,1,2,3,1,1,1,0,1
OG0008421,1,1,1,2,1,1,1,2,1,1
OG0008422,1,1,1,2,2,1,1,1,1,1
OG0008423,1,1,1,2,1,2,1,1,1,1
OG0008424,1,1,1,2,1,1,2,1,1,1
OG0008425,1,1,1,2,1,1,2,1,1,1
OG0008426,1,1,1,2,1,1,1,1,1,2
OG0008427,2,1,1,2,1,1,1,1,1,1
OG0008428,1,1,1,2,1,1,2,1,0,2
OG0008429,1,1,1,2,1,1,2,1,1,1
OG0008430,1,2,1,2,1,1,1,1,1,1
OG0008431,1,1,1,3,1,1,1,1,1,1
OG0008432,1,1,1,1,1,1,2,2,1,1
OG0008433,1,1,1,2,1,1,2,1,1,1
OG0008434,1,1,1,2,1,1,2,1,1,1
OG0008435,1,1,1,2,1,1,2,1,1,1
OG0008436,1,1,1,2,1,1,1,1,1,2
OG0008437,1,1,1,2,1,2,2,1,1,0
OG0008438,1,1,1,2,1,1,2,1,1,1
OG0008439,1,1,1,4,1,1,1,1,0,1
OG0008440,1,1,0,2,1,3,1,1,1,1
OG0008441,2,1,1,1,1,1,2,1,1,1
OG0008442,1,1,1,2,1,1,1,2,1,1
OG0008443,1,1,1,2,1,1,2,1,1,1
OG0008444,2,1,1,2,1,1,1,1,1,1
OG0008445,1,1,0,2,1,2,2,1,1,1
OG0008446,1,1,1,2,1,1,2,1,1,1
OG0008447,1,1,1,2,1,1,2,1,1,1
OG0008448,1,1,1,2,1,1,1,2,1,1
OG0008449,1,1,1,2,1,1,1,2,1,1
OG0008450,2,1,1,2,1,1,2,1,0,1
OG0008451,1,2,2,2,1,2,2,0,0,0
OG0008452,2,1,1,2,1,1,2,0,1,1
OG0008453,2,1,1,2,1,1,1,1,1,1
OG0008454,1,1,1,1,1,2,2,1,1,1
OG0008455,1,1,1,2,1,1,1,2,1,1
OG0008456,1,1,1,3,1,1,1,1,1,1
OG0008457,1,1,1,2,1,1,2,1,1,1
OG0008458,1,1,1,2,1,1,2,1,1,1
OG0008459,2,1,1,2,1,1,2,1,0,1
OG0008460,1,1,2,2,1,1,1,1,1,1
OG0008461,1,1,1,2,1,1,2,1,1,1
OG0008462,1,1,1,2,1,1,2,1,1,1
OG0008463,1,1,1,1,1,1,3,1,1,1
OG0008464,2,1,1,2,0,1,3,1,0,1
OG0008465,1,1,0,2,1,1,2,1,2,1
OG0008466,1,1,1,2,1,1,1,2,1,1
OG0008467,1,1,1,3,1,1,1,1,1,1
OG0008468,1,1,1,2,1,1,2,1,1,1
OG0008469,1,2,1,2,1,1,2,1,1,0
OG0008470,1,1,1,1,1,1,2,2,1,1
OG0008471,1,1,1,2,1,1,2,1,1,1
OG0008472,1,1,1,2,1,1,2,1,1,1
OG0008473,1,1,1,2,1,1,2,1,1,1
OG0008474,1,1,1,2,1,1,1,1,2,1
OG0008475,1,1,0,3,1,1,2,1,1,1
OG0008476,1,1,1,2,1,2,1,1,1,1
OG0008477,1,1,1,2,2,1,1,1,1,1
OG0008478,1,1,1,2,2,1,1,1,1,1
OG0008479,1,1,1,2,1,1,1,1,2,1
OG0008480,1,1,1,1,1,2,1,2,1,1
OG0008481,2,1,1,1,2,1,1,1,1,1
OG0008482,1,1,1,2,1,1,1,1,2,1
OG0008483,1,1,2,2,1,1,1,1,1,1
OG0008484,1,1,1,2,1,2,1,1,1,1
OG0008485,1,1,2,1,1,1,1,2,1,1
OG0008486,1,1,1,1,1,2,1,1,0,3
OG0008487,1,1,1,2,2,1,1,1,1,1
OG0008488,1,1,1,2,1,1,2,1,1,1
OG0008489,2,2,1,2,1,0,1,1,1,1
OG0008490,1,1,2,2,1,1,1,1,1,1
OG0008491,1,1,0,2,1,2,3,0,1,1
OG0008492,1,1,1,1,2,1,3,1,0,1
OG0008493,1,1,1,2,2,1,1,1,1,1
OG0008494,1,1,1,2,1,1,2,1,1,1
OG0008495,1,1,1,2,1,1,2,1,1,1
OG0008496,1,1,0,3,1,1,2,1,1,1
OG0008497,1,1,1,2,1,1,1,1,2,1
OG0008498,1,1,0,2,1,1,2,1,2,1
OG0008499,2,1,1,2,1,1,1,1,1,1
OG0008500,1,1,1,2,1,1,2,1,1,1
OG0008501,1,1,0,3,1,1,2,1,1,1
OG0008502,1,1,1,2,1,1,2,1,1,1
OG0008503,1,1,1,2,0,2,2,2,0,1
OG0008504,1,1,1,2,1,1,2,1,1,1
OG0008505,1,1,1,2,1,1,2,1,1,1
OG0008506,1,1,1,2,1,2,1,1,1,1
OG0008507,1,1,1,2,1,1,1,1,2,1
OG0008508,1,1,1,2,1,2,1,1,1,1
OG0008509,1,2,1,2,1,1,1,2,0,1
OG0008510,1,1,1,2,1,2,1,1,1,1
OG0008511,1,1,1,3,1,1,1,1,1,1
OG0008512,1,1,1,2,1,1,2,1,1,1
OG0008513,1,1,1,2,1,1,1,2,1,1
OG0008514,1,1,2,2,1,1,1,1,1,1
OG0008515,1,1,1,2,1,1,2,1,1,1
OG0008516,1,1,1,2,3,1,1,1,0,1
OG0008517,2,1,1,2,1,1,1,1,1,1
OG0008518,2,1,1,2,1,1,1,1,1,1
OG0008519,1,1,1,1,1,1,3,1,1,1
OG0008520,1,1,1,2,1,1,2,1,1,1
OG0008521,1,1,1,2,1,1,1,2,1,1
OG0008522,1,1,1,3,1,1,1,1,1,1
OG0008523,2,1,0,0,2,2,3,1,0,1
OG0008524,1,1,1,2,1,1,1,2,1,1
OG0008525,2,1,1,1,1,1,2,1,1,1
OG0008526,1,1,1,2,1,2,2,1,0,1
OG0008527,2,1,1,2,1,1,1,1,1,1
OG0008528,2,1,1,2,2,0,1,1,1,1
OG0008529,1,1,1,2,2,1,1,1,1,1
OG0008530,1,2,1,1,1,1,2,2,0,1
OG0008531,1,1,1,2,1,2,1,1,1,1
OG0008532,1,1,1,2,1,1,2,1,1,1
OG0008533,1,1,1,2,1,1,1,1,2,1
OG0008534,1,1,1,2,1,2,1,1,1,1
OG0008535,1,1,1,1,1,2,2,1,2,0
OG0008536,1,1,0,2,3,1,1,1,1,1
OG0008537,1,1,1,2,1,1,2,1,1,1
OG0008538,1,1,1,2,1,1,2,1,1,1
OG0008539,1,1,1,2,1,1,2,1,1,1
OG0008540,1,1,1,2,1,2,1,1,1,1
OG0008541,1,1,1,2,1,1,2,1,1,1
OG0008542,1,1,1,3,1,1,1,1,1,1
OG0008543,1,1,1,0,2,1,3,1,0,2
OG0008544,1,1,1,2,1,2,1,1,1,1
OG0008545,1,1,1,2,1,1,1,1,1,2
OG0008546,1,1,1,2,1,1,1,1,1,2
OG0008547,1,1,1,2,1,1,1,1,1,2
OG0008548,2,1,1,2,1,1,1,1,1,1
OG0008549,1,1,1,1,1,1,3,1,1,1
OG0008550,1,1,1,3,1,1,1,1,1,1
OG0008551,1,1,1,2,1,2,2,1,0,1
OG0008552,2,1,1,2,1,1,1,1,1,1
OG0008553,1,1,1,2,1,2,1,1,1,1
OG0008554,1,1,1,2,1,1,1,1,2,1
OG0008555,2,1,1,1,1,1,1,2,1,1
OG0008556,2,1,1,1,2,1,1,1,1,1
OG0008557,1,1,1,1,1,2,2,1,1,1
OG0008558,1,1,1,2,1,1,1,1,2,1
OG0008559,2,1,0,1,1,3,1,1,0,2
OG0008560,1,1,1,2,1,1,2,1,1,1
OG0008561,1,1,1,2,1,2,1,1,1,1
OG0008562,1,1,1,2,1,1,2,1,1,1
OG0008563,1,1,1,2,1,1,2,1,1,1
OG0008564,1,1,1,2,1,1,1,2,1,1
OG0008565,2,1,2,2,2,0,1,1,0,1
OG0008566,2,1,1,1,1,2,1,1,2,0
OG0008567,1,1,1,2,1,1,1,1,2,1
OG0008568,1,1,1,2,1,1,2,1,1,1
OG0008569,1,1,1,2,1,1,2,1,1,1
OG0008570,1,1,1,2,1,2,2,1,0,1
OG0008571,1,1,2,2,1,1,1,1,1,1
OG0008572,2,1,1,1,2,1,1,1,1,1
OG0008573,1,1,1,2,1,1,2,1,1,1
OG0008574,2,1,1,2,1,1,0,2,1,1
OG0008575,1,1,1,2,1,2,1,1,1,1
OG0008576,1,1,1,2,1,1,2,1,1,1
OG0008577,1,1,1,2,1,1,1,2,1,1
OG0008578,1,1,0,3,1,1,2,1,1,1
OG0008579,1,1,1,2,1,1,1,1,2,1
OG0008580,2,1,1,2,1,0,2,2,0,1
OG0008581,2,1,1,3,1,0,1,1,1,1
OG0008582,1,1,0,2,1,2,2,1,1,1
OG0008583,1,1,1,2,1,1,1,2,1,1
OG0008584,1,1,1,2,1,1,1,2,1,1
OG0008585,1,1,2,2,1,1,1,1,1,1
OG0008586,1,1,2,2,2,1,1,1,0,1
OG0008587,2,1,1,2,1,1,1,1,1,1
OG0008588,1,1,1,2,1,1,1,2,1,1
OG0008589,1,1,1,2,1,1,2,1,1,1
OG0008590,1,1,1,2,1,1,2,1,1,1
OG0008591,1,1,1,2,1,1,2,1,1,1
OG0008592,1,1,1,2,2,1,1,1,1,1
OG0008593,1,1,1,2,1,1,2,1,1,1
OG0008594,2,1,1,2,1,1,2,1,1,0
OG0008595,2,1,1,0,1,1,2,2,1,1
OG0008596,1,1,1,2,2,1,1,1,1,1
OG0008597,1,1,1,2,1,1,2,1,1,1
OG0008598,2,1,1,2,0,1,2,1,1,1
OG0008599,1,1,2,2,1,1,1,1,1,1
OG0008600,1,1,1,1,4,1,1,1,0,1
OG0008601,2,1,1,2,1,1,1,1,1,1
OG0008602,1,1,1,2,1,1,1,1,1,2
OG0008603,1,1,1,2,1,1,2,2,0,1
OG0008604,1,1,1,1,2,1,2,1,1,1
OG0008605,1,1,1,2,1,1,2,1,1,1
OG0008606,2,1,1,2,2,1,1,1,1,0
OG0008607,2,1,1,2,1,1,1,1,1,1
OG0008608,1,1,1,2,1,1,2,1,1,1
OG0008609,1,1,1,1,1,1,1,1,1,3
OG0008610,1,1,1,2,1,1,2,1,1,1
OG0008611,1,1,1,2,1,2,1,1,1,1
OG0008612,1,1,2,1,1,1,1,2,1,1
OG0008613,1,1,1,1,1,1,2,2,1,1
OG0008614,1,1,1,2,1,1,2,1,1,1
OG0008615,1,1,1,2,1,1,2,1,1,1
OG0008616,1,1,1,2,2,1,1,1,1,1
OG0008617,1,1,0,1,2,2,2,1,1,1
OG0008618,1,1,1,2,1,2,1,1,1,1
OG0008619,1,1,1,2,1,1,2,1,1,1
OG0008620,1,1,1,2,1,1,2,1,0,2
OG0008621,1,1,1,1,1,1,1,2,1,2
OG0008622,1,1,1,2,1,1,2,1,1,1
OG0008623,1,1,1,2,1,1,3,1,1,0
OG0008624,1,1,1,2,1,1,2,1,1,1
OG0008625,1,1,1,2,1,1,2,1,1,1
OG0008626,1,1,1,2,2,1,1,1,1,1
OG0008627,1,1,1,2,2,1,1,1,1,1
OG0008628,1,1,1,2,1,3,1,1,0,1
OG0008629,1,1,1,2,0,2,2,1,1,1
OG0008630,1,1,1,2,1,2,2,1,0,1
OG0008631,1,1,1,3,1,1,1,1,1,1
OG0008632,1,1,1,2,1,1,2,1,1,1
OG0008633,1,1,1,2,1,1,2,1,1,1
OG0008634,1,1,1,2,1,1,2,2,0,1
OG0008635,1,1,1,2,1,1,3,1,0,1
OG0008636,1,1,1,2,1,1,2,1,1,1
OG0008637,1,1,1,2,1,1,2,1,1,1
OG0008638,1,1,1,2,1,2,2,1,0,1
OG0008639,1,1,1,2,1,1,2,1,1,1
OG0008640,1,1,1,2,1,1,2,1,1,1
OG0008641,2,0,1,0,1,1,2,1,2,2
OG0008642,1,1,1,3,1,1,1,1,1,1
OG0008643,1,1,1,2,1,1,1,2,1,1
OG0008644,1,1,1,2,1,2,1,1,1,1
OG0008645,1,1,1,2,2,1,1,1,1,1
OG0008646,1,1,1,2,1,1,2,1,1,1
OG0008647,1,1,2,2,1,1,2,1,0,1
OG0008648,1,2,1,2,1,1,1,1,1,1
OG0008649,1,1,0,1,2,1,1,1,3,1
OG0008650,2,1,1,2,1,1,2,1,1,0
OG0008651,1,2,1,2,1,1,1,1,1,1
OG0008652,1,1,1,2,1,1,2,1,1,1
OG0008653,1,1,1,2,1,1,2,1,1,1
OG0008654,1,1,1,2,1,1,2,1,1,1
OG0008655,1,1,1,1,1,2,2,1,1,1
OG0008656,1,1,1,2,1,1,2,1,1,1
OG0008657,1,1,1,3,1,1,1,1,1,1
OG0008659,1,1,1,2,1,1,2,1,1,1
OG0008660,1,1,1,2,1,1,2,1,1,1
OG0008661,1,2,1,2,1,1,1,1,1,1
OG0008662,1,1,1,2,1,1,2,1,1,1
OG0008663,1,1,1,2,1,1,2,1,1,1
OG0008664,1,1,1,2,1,1,1,2,1,1
OG0008665,1,1,1,2,1,1,1,2,1,1
OG0008666,1,1,1,2,2,1,1,1,1,1
OG0008667,1,2,1,2,1,1,1,1,1,1
OG0008668,1,1,2,3,0,2,1,1,0,1
OG0008669,1,1,1,2,1,2,1,1,1,1
OG0008670,1,1,1,2,1,1,1,1,2,1
OG0008671,1,1,1,1,1,1,2,2,1,1
OG0008672,2,1,1,1,1,1,2,1,1,1
OG0008673,1,1,1,2,1,2,1,1,1,1
OG0008674,1,1,1,2,1,1,2,1,1,1
OG0008675,2,1,0,0,1,2,3,2,1,0
OG0008676,2,1,1,2,1,1,1,1,1,1
OG0008677,1,1,1,3,1,1,1,2,0,1
OG0008678,1,1,1,3,1,0,2,1,1,1
OG0008679,1,1,1,3,1,1,2,1,0,1
OG0008680,1,1,1,0,3,4,1,1,0,0
OG0008681,3,1,1,1,1,1,1,1,1,1
OG0008682,1,1,0,2,1,3,2,1,1,0
OG0008683,1,1,1,2,1,1,2,1,1,1
OG0008684,1,1,1,2,1,1,1,1,1,2
OG0008685,1,1,1,2,1,1,2,1,1,1
OG0008686,1,1,1,2,1,2,2,1,0,1
OG0008687,1,1,1,2,1,1,2,1,1,1
OG0008688,1,1,1,2,1,1,2,1,1,1
OG0008689,1,1,1,2,3,1,1,1,1,0
OG0008690,1,1,1,4,1,1,1,1,0,1
OG0008691,1,1,1,2,1,1,2,2,0,1
OG0008692,1,1,1,2,1,1,2,1,1,1
OG0008693,1,1,1,2,1,1,2,2,0,1
OG0008694,1,1,1,2,2,1,1,1,1,1
OG0008695,1,1,2,2,1,1,1,1,1,1
OG0008696,1,1,2,2,1,1,1,1,1,1
OG0008697,1,1,1,2,1,1,2,1,1,1
OG0008698,1,1,1,2,1,2,2,1,0,1
OG0008699,1,1,1,2,1,1,2,1,1,1
OG0008700,1,1,1,2,1,1,2,1,1,1
OG0008701,1,1,1,2,1,1,2,1,1,1
OG0008702,1,1,1,1,1,2,2,2,0,1
OG0008703,1,1,1,2,0,1,2,1,2,1
OG0008704,1,1,1,3,1,2,1,1,0,1
OG0008705,1,1,1,2,1,1,2,1,1,1
OG0008706,1,1,2,2,1,1,1,1,1,1
OG0008707,1,1,1,2,1,1,2,1,1,1
OG0008708,2,1,1,1,1,2,1,1,2,0
OG0008709,1,1,1,2,1,1,2,1,1,1
OG0008710,1,1,1,2,1,1,2,1,1,1
OG0008711,1,2,1,2,1,1,1,1,1,1
OG0008712,1,1,1,2,1,2,1,1,1,1
OG0008713,1,2,1,2,1,1,2,1,0,1
OG0008714,1,1,1,2,2,1,1,1,1,1
OG0008715,1,0,0,0,4,2,4,1,0,0
OG0008716,2,1,1,2,1,1,1,1,1,1
OG0008717,1,1,0,2,1,1,3,1,1,1
OG0008718,1,1,1,1,1,0,3,1,2,1
OG0008719,1,1,1,2,1,1,2,1,1,1
OG0008720,1,1,2,2,1,1,1,1,1,1
OG0008721,1,1,0,2,1,1,2,2,1,1
OG0008722,1,1,1,2,1,1,2,1,1,1
OG0008723,1,1,2,1,1,0,1,2,1,2
OG0008724,1,1,2,2,1,1,1,1,1,1
OG0008725,1,1,1,2,1,1,2,1,1,1
OG0008726,1,1,1,2,1,1,2,1,1,1
OG0008727,1,1,1,2,1,1,2,1,1,1
OG0008728,1,1,1,2,1,2,1,1,1,1
OG0008729,1,1,1,2,2,1,1,1,1,1
OG0008730,1,1,1,2,2,1,1,1,1,1
OG0008731,1,1,2,2,1,1,1,1,1,1
OG0008732,1,1,1,3,1,1,1,1,1,1
OG0008734,1,1,1,2,1,1,2,1,1,1
OG0008735,1,1,1,2,1,1,2,1,0,2
OG0008736,1,1,2,1,1,1,2,1,1,1
OG0008737,1,1,1,2,1,1,2,1,1,1
OG0008738,1,1,1,2,1,1,1,1,2,1
OG0008739,1,1,1,2,1,1,1,1,2,1
OG0008740,1,1,0,2,2,2,1,1,1,1
OG0008741,1,1,1,2,1,1,2,1,1,1
OG0008742,1,1,1,0,2,2,2,1,1,1
OG0008743,1,1,1,2,1,1,2,1,1,1
OG0008744,1,1,1,2,1,1,2,1,1,1
OG0008745,1,1,1,2,1,1,1,2,1,1
OG0008746,1,1,1,1,2,1,2,1,1,1
OG0008747,1,1,1,0,3,1,1,1,1,2
OG0008748,1,1,1,2,1,1,1,2,1,1
OG0008749,1,1,1,2,1,1,2,1,1,1
OG0008750,1,1,3,2,1,2,1,1,0,0
OG0008751,1,1,1,2,1,1,2,1,1,1
OG0008752,1,1,0,2,1,2,2,1,1,1
OG0008753,2,1,1,2,1,1,1,1,1,1
OG0008754,1,1,1,2,1,1,1,2,1,1
OG0008755,1,1,1,2,1,1,1,1,1,2
OG0008756,2,1,1,2,1,1,1,1,1,1
OG0008757,1,1,1,2,1,1,1,1,1,2
OG0008758,1,1,1,2,1,1,1,1,1,2
OG0008759,1,1,1,1,1,1,2,2,1,1
OG0008760,1,1,1,2,1,2,1,1,1,1
OG0008761,1,1,1,2,1,1,2,2,0,1
OG0008762,1,1,1,2,1,1,2,1,1,1
OG0008763,1,1,1,2,1,1,1,1,1,2
OG0008764,1,1,1,2,2,1,1,1,1,1
OG0008765,1,0,0,0,2,2,3,2,1,1
OG0008766,4,0,1,0,2,0,0,4,1,0
OG0008767,1,1,1,2,1,2,2,1,0,1
OG0008768,1,1,1,2,0,2,1,1,2,1
OG0008769,1,1,1,3,1,1,1,1,1,1
OG0008770,1,1,1,2,1,1,2,1,1,1
OG0008771,1,1,1,2,1,1,1,1,2,1
OG0008773,1,1,1,2,1,2,2,1,0,1
OG0008774,1,1,1,2,1,1,2,2,0,1
OG0008775,1,1,1,2,1,1,2,1,1,1
OG0008776,1,1,1,3,1,1,1,1,1,1
OG0008777,1,1,1,2,1,1,2,2,1,0
OG0008778,1,1,1,2,1,2,2,1,0,1
OG0008779,1,1,0,2,3,1,1,1,1,1
OG0008780,2,1,0,2,2,1,2,1,0,1
OG0008781,1,1,1,2,2,1,1,1,1,1
OG0008782,1,1,1,2,2,1,1,1,1,1
OG0008783,1,1,1,1,1,2,2,2,0,1
OG0008784,1,1,1,3,1,2,1,1,1,0
OG0008785,1,1,1,2,1,2,2,1,0,1
OG0008786,1,1,0,2,1,1,3,1,1,1
OG0008787,1,1,1,0,4,1,2,1,0,1
OG0008788,1,1,1,2,1,1,1,2,1,1
OG0008789,1,1,1,3,1,1,2,1,0,1
OG0008790,1,1,1,2,1,1,1,1,1,2
OG0008791,1,1,1,2,1,1,1,2,1,1
OG0008792,1,1,1,2,1,1,2,1,1,1
OG0008793,1,1,1,2,1,1,2,1,1,1
OG0008794,1,1,1,1,1,2,2,1,1,1
OG0008795,1,1,1,2,1,2,1,1,1,1
OG0008796,1,1,1,2,0,2,2,1,1,1
OG0008797,1,1,1,2,1,1,2,1,0,2
OG0008798,1,1,1,2,1,1,2,1,1,1
OG0008799,1,1,1,2,1,1,2,1,1,1
OG0008800,1,1,1,2,1,1,1,1,2,1
OG0008801,1,2,1,1,1,2,1,1,1,1
OG0008802,1,1,1,2,1,2,1,1,1,1
OG0008803,1,1,1,2,1,1,2,1,1,1
OG0008804,1,1,1,2,1,2,1,1,1,1
OG0008805,1,1,1,2,2,1,1,1,1,1
OG0008806,1,1,1,2,1,1,1,1,2,1
OG0008807,1,1,0,3,1,2,1,2,0,1
OG0008808,1,1,1,1,4,1,1,1,1,0
OG0008809,2,1,1,2,1,1,1,1,1,1
OG0008810,2,1,1,2,1,1,1,1,1,1
OG0008811,2,1,1,1,1,1,2,1,1,1
OG0008812,1,1,2,0,1,1,2,2,1,1
OG0008813,2,1,1,0,1,1,2,2,1,1
OG0008814,2,1,1,2,1,1,2,1,0,1
OG0008815,1,2,1,2,1,1,1,1,1,1
OG0008816,2,1,1,1,1,1,1,1,2,1
OG0008817,1,1,1,2,1,1,2,1,1,1
OG0008818,1,1,1,3,1,1,1,1,1,1
OG0008820,1,0,1,0,2,1,4,1,0,2
OG0008821,1,1,1,2,2,1,2,1,0,1
OG0008822,1,1,1,2,1,1,2,1,1,1
OG0008823,1,1,2,2,1,1,1,1,1,1
OG0008824,2,1,0,2,1,1,2,1,1,1
OG0008825,3,1,1,1,1,1,1,1,1,1
OG0008826,2,1,1,1,1,1,2,1,1,1
OG0008827,2,1,1,2,1,1,2,1,1,0
OG0008828,1,1,1,1,1,2,2,1,1,1
OG0008829,2,1,1,2,1,1,1,1,1,1
OG0008830,1,1,1,2,1,1,2,1,1,1
OG0008831,1,0,1,0,1,3,3,2,1,0
OG0008832,1,1,1,2,1,1,2,1,1,1
OG0008833,1,0,1,2,0,4,1,1,2,0
OG0008834,1,1,0,2,1,2,2,3,0,0
OG0008835,1,1,1,2,1,2,1,1,1,1
OG0008836,1,1,0,2,2,1,1,2,1,1
OG0008837,2,2,1,3,0,1,1,1,0,1
OG0008838,1,1,1,2,1,2,1,1,1,1
OG0008839,1,1,1,2,1,1,1,2,1,1
OG0008840,1,1,1,2,1,1,1,1,1,2
OG0008841,1,2,1,2,1,1,1,1,1,1
OG0008842,1,2,1,4,1,1,2,0,0,0
OG0008843,1,1,1,2,1,1,2,1,1,1
OG0008844,1,1,1,2,1,2,2,1,0,1
OG0008845,1,1,1,2,1,1,1,2,1,1
OG0008846,1,1,1,2,2,1,1,1,1,1
OG0008847,1,1,1,2,1,1,1,1,1,2
OG0008848,1,1,1,2,1,1,1,1,2,1
OG0008849,1,1,1,2,1,1,2,1,1,1
OG0008850,1,1,1,2,1,1,2,1,1,1
OG0008851,1,1,1,2,1,1,2,1,1,1
OG0008852,1,1,1,2,1,1,2,1,1,1
OG0008853,1,1,1,3,1,1,2,1,0,1
OG0008854,1,1,1,2,1,1,1,2,1,1
OG0008855,1,1,1,3,1,1,1,1,1,1
OG0008856,1,1,0,2,2,1,1,1,2,1
OG0008857,1,1,1,2,1,2,1,1,1,1
OG0008858,1,1,1,2,1,1,2,1,1,1
OG0008859,1,1,1,2,1,2,2,1,0,1
OG0008860,1,1,1,1,2,1,2,1,1,1
OG0008861,1,1,1,2,1,1,2,1,1,1
OG0008862,1,1,0,2,1,1,3,1,1,1
OG0008863,1,1,1,2,1,1,2,1,1,1
OG0008864,1,1,1,1,2,2,2,1,0,1
OG0008865,1,1,1,2,1,1,2,1,1,1
OG0008866,1,1,1,2,1,1,2,1,1,1
OG0008867,1,1,1,1,1,3,1,1,1,1
OG0008868,1,1,1,2,1,1,2,1,1,1
OG0008869,2,1,1,2,1,1,1,1,1,1
OG0008870,1,1,1,2,1,1,2,1,1,1
OG0008871,1,1,2,2,1,1,1,1,1,1
OG0008872,1,2,1,4,1,1,1,0,0,1
OG0008873,1,1,1,3,1,1,1,1,1,1
OG0008874,1,1,1,2,1,1,2,1,1,1
OG0008875,1,1,2,2,1,1,1,1,1,1
OG0008876,2,1,0,2,1,1,2,1,1,1
OG0008877,1,1,1,2,1,1,1,2,1,1
OG0008878,1,1,1,2,1,1,1,2,1,1
OG0008879,1,1,1,3,0,1,1,1,1,2
OG0008880,1,1,1,2,2,1,1,1,1,1
OG0008881,1,1,2,2,1,1,1,1,1,1
OG0008882,1,1,1,2,1,1,2,1,1,1
OG0008883,1,1,1,2,1,1,1,1,2,1
OG0008884,1,1,1,3,1,1,1,1,1,1
OG0008885,1,1,2,2,1,1,1,1,1,1
OG0008886,1,1,1,2,1,2,1,1,1,1
OG0008887,1,1,1,2,2,1,1,1,1,1
OG0008888,1,1,1,2,1,1,2,1,1,1
OG0008889,1,1,1,2,1,1,2,1,1,1
OG0008890,1,1,1,2,1,1,1,1,1,2
OG0008891,1,1,1,2,1,1,1,1,1,2
OG0008892,1,0,1,0,1,1,3,2,0,3
OG0008893,1,1,1,2,1,1,1,1,1,2
OG0008894,1,1,1,2,1,1,1,1,1,2
OG0008895,1,1,2,2,1,2,1,1,0,1
OG0008896,1,1,1,2,1,2,1,1,1,1
OG0008897,1,1,1,2,1,1,2,1,1,1
OG0008898,1,1,2,2,1,1,1,1,1,1
OG0008899,1,1,1,2,2,1,1,1,1,1
OG0008900,1,1,1,3,1,1,2,1,0,1
OG0008901,1,1,1,2,1,1,2,1,1,1
OG0008902,1,1,1,1,1,1,2,1,2,1
OG0008903,1,1,1,2,1,1,2,1,1,1
OG0008904,1,1,1,2,1,1,2,1,1,1
OG0008905,1,1,1,3,1,1,1,1,1,1
OG0008906,1,1,1,2,1,2,2,1,0,1
OG0008907,1,1,1,2,1,1,2,1,1,1
OG0008908,1,1,1,2,1,1,2,1,1,1
OG0008909,1,1,1,2,1,1,2,1,1,1
OG0008910,1,1,2,2,1,1,2,1,1,0
OG0008911,1,1,1,2,1,2,2,1,1,0
OG0008912,1,1,1,2,1,1,2,1,1,1
